username,ip_score,time_score,device_score,frequency,geo_score,label
user1,0.34,0.25,0.87,7,0.63,0
user7,0.92,0.25,0.87,2,0.26,0
user399,0.53,0.08,0.83,1,0.39,0
user73,0.94,0.58,0.96,6,0.02,0
user57,0.59,0.17,0.71,3,0.14,0
user233,0.87,1.0,0.69,9,0.21,0
user207,0.89,0.0,0.68,4,0.14,0
user39,0.84,0.0,0.73,5,0.47,0
user228,0.92,1.0,0.62,2,0.65,1
user491,0.85,0.25,0.91,6,0.64,0
user215,0.94,0.5,0.72,1,0.64,0
user106,0.86,0.75,0.17,5,0.17,0
user104,0.42,0.67,0.74,5,0.65,0
user108,0.78,0.17,0.9,2,0.66,0
user135,0.88,0.33,0.72,8,0.69,0
user495,0.53,0.83,0.06,9,0.34,0
user366,0.34,0.58,0.69,9,0.16,0
user469,0.36,0.5,0.92,2,0.68,0
user111,0.8,0.17,0.7,7,0.1,0
user403,0.58,0.75,0.77,2,0.45,0
user198,0.5,0.17,0.9,2,0.01,0
user329,0.79,0.42,0.98,2,0.45,0
user379,0.67,0.25,0.38,1,0.38,0
user407,0.66,0.58,0.91,5,0.49,0
user365,0.55,0.67,0.98,6,0.6,0
user192,0.73,0.5,0.81,5,0.62,0
user498,0.89,0.08,0.92,9,0.13,0
user184,0.78,0.83,0.39,4,0.36,0
user252,0.8,0.83,0.79,4,0.37,0
user231,0.74,0.17,0.65,8,0.43,0
user137,0.41,0.92,0.97,2,0.2,0
user78,0.73,0.33,0.8,3,0.18,0
user74,0.71,0.58,0.9,6,0.33,0
user292,0.3,0.33,0.83,9,0.17,0
user142,0.74,0.67,0.75,5,0.65,1
user313,0.97,0.92,0.58,7,0.64,1
user221,0.98,0.08,0.72,1,0.06,0
user371,0.72,0.25,0.99,5,0.6,0
user71,0.37,0.58,0.64,8,0.55,0
user95,0.52,0.08,0.58,9,0.82,0
user259,0.34,1.0,0.74,5,0.15,0
user445,0.59,0.83,0.72,4,0.5,0
user332,0.32,0.83,0.76,4,0.04,0
user1,0.66,0.08,0.55,6,0.11,0
user94,0.33,0.08,0.66,4,0.41,0
user153,0.99,0.83,0.81,2,0.52,1
user180,0.67,0.42,0.68,10,0.42,0
user227,0.97,0.17,0.74,5,0.7,0
user244,0.88,0.33,0.25,8,0.57,0
user12,0.78,0.58,0.7,10,0.38,0
user355,0.5,0.58,0.72,8,0.54,0
user411,0.77,0.75,0.78,10,0.24,0
user268,0.73,0.42,0.11,3,0.41,0
user287,0.76,0.08,0.73,1,0.68,0
user84,0.64,0.33,0.67,7,0.5,0
user286,0.57,1.0,0.8,6,0.37,0
user240,0.67,0.17,0.84,2,0.17,0
user470,0.96,0.25,0.88,5,0.97,0
user333,0.91,0.33,0.72,9,0.07,0
user217,0.57,0.67,1.0,8,0.86,0
user51,0.42,0.5,0.57,5,0.39,0
user220,0.62,0.5,0.94,10,0.55,0
user11,0.56,1.0,0.78,5,0.42,0
user202,0.87,0.42,0.95,6,0.64,0
user355,0.9,1.0,0.69,6,0.28,0
user183,0.32,0.42,0.94,2,0.35,0
user138,0.81,0.42,0.7,1,0.53,0
user195,0.52,0.25,0.6,4,0.13,0
user244,0.51,0.83,0.98,3,0.22,0
user414,0.94,0.75,0.73,10,0.3,0
user405,0.9,0.42,0.96,5,0.46,0
user67,0.57,0.58,0.73,4,0.57,0
user496,0.97,0.08,0.63,1,0.04,0
user197,0.47,0.75,0.55,10,0.28,0
user20,0.61,0.67,0.56,9,0.08,0
user3,0.91,0.92,0.85,4,0.29,0
user435,0.54,0.67,0.94,9,0.93,0
user286,0.44,0.33,0.78,5,0.28,0
user390,0.41,0.33,0.6,1,0.1,0
user231,0.89,0.08,0.79,7,0.42,0
user95,0.38,0.42,0.98,10,0.35,0
user119,0.95,0.08,0.54,9,0.41,0
user256,0.32,0.42,0.88,5,0.56,0
user255,0.55,0.67,0.69,2,0.35,0
user55,0.94,0.58,0.9,10,0.37,0
user5,0.95,1.0,0.79,2,0.45,0
user117,0.74,0.33,0.63,6,0.4,0
user406,0.93,0.33,0.75,3,0.14,0
user345,0.54,0.25,0.82,3,0.49,0
user5,0.96,0.67,0.97,7,0.62,1
user14,0.76,0.25,0.86,5,0.21,0
user49,0.66,0.75,0.94,10,0.48,0
user179,0.45,0.75,0.96,9,0.5,0
user153,0.74,0.08,0.51,6,0.39,0
user104,0.44,0.25,0.04,4,0.51,0
user112,0.55,0.33,0.73,5,0.47,0
user445,0.58,0.42,0.83,8,0.18,0
user412,0.66,0.5,0.69,8,0.01,0
user140,0.32,0.08,0.79,4,0.26,0
user294,0.42,0.67,0.9,1,0.51,0
user98,0.65,0.08,0.51,5,0.59,0
user440,0.59,0.83,0.56,4,0.41,0
user458,0.57,0.83,0.86,2,0.39,0
user437,0.72,0.75,0.73,9,0.25,0
user15,0.48,0.83,0.89,8,0.25,0
user448,0.55,1.0,0.96,1,0.4,0
user389,0.4,0.33,0.54,4,0.25,0
user74,0.62,1.0,0.68,9,0.4,0
user8,0.4,0.5,0.83,10,0.43,0
user250,0.99,0.17,0.22,1,0.62,0
user29,0.49,0.08,0.68,1,0.18,0
user192,0.51,0.5,0.89,9,0.31,0
user254,0.72,0.25,0.59,3,0.58,0
user461,0.53,0.58,0.6,8,0.14,0
user161,0.43,0.25,0.57,1,0.59,0
user402,0.83,0.33,0.78,10,0.42,0
user328,0.86,0.25,0.56,6,0.29,0
user82,0.94,0.92,0.94,8,0.55,1
user258,0.65,0.25,0.01,6,0.0,0
user100,0.38,0.75,0.67,4,0.16,0
user140,0.79,0.33,0.97,7,0.06,0
user401,0.47,0.75,0.94,7,0.61,0
user484,0.42,0.83,0.99,1,0.3,0
user329,0.61,0.92,0.51,2,0.14,0
user418,0.81,0.17,0.91,9,0.61,0
user279,0.8,1.0,0.92,8,0.6,1
user47,0.47,0.75,0.73,6,0.81,0
user50,0.45,0.5,0.66,6,0.3,0
user353,0.82,0.58,0.98,2,0.59,0
user165,0.85,0.42,0.73,7,0.56,0
user382,0.51,0.17,0.97,10,0.1,0
user188,0.85,0.83,0.59,4,0.57,1
user202,0.88,0.58,0.75,7,0.36,0
user153,0.35,0.5,0.85,2,0.53,0
user119,0.39,0.33,0.85,2,0.31,0
user484,0.42,0.67,0.97,9,0.19,0
user171,0.82,0.42,0.16,1,0.92,0
user211,0.75,0.67,0.91,5,0.65,1
user56,0.87,0.08,0.63,8,0.01,0
user188,0.72,0.08,0.88,8,1.0,0
user266,0.37,0.75,0.27,9,0.04,0
user39,0.84,0.92,0.84,1,0.51,1
user317,0.35,0.83,0.85,5,0.16,0
user416,0.68,0.67,0.89,5,0.74,1
user400,0.41,0.17,0.67,7,0.08,0
user430,0.71,0.83,0.44,2,0.16,0
user37,0.91,0.42,0.41,5,0.35,0
user323,0.41,0.25,0.74,5,0.07,0
user39,0.89,0.75,0.7,1,0.28,0
user119,0.48,0.67,0.68,3,0.25,0
user161,0.57,0.08,0.88,10,0.26,0
user354,0.44,0.08,0.78,10,0.28,0
user270,0.54,0.92,0.87,1,0.23,0
user365,0.72,0.75,0.92,2,0.26,0
user109,0.95,0.33,0.69,7,0.01,0
user18,0.38,0.92,0.67,9,0.23,0
user221,0.52,0.08,0.69,8,0.39,0
user352,0.85,0.33,0.89,2,0.28,0
user33,0.53,0.08,0.75,9,0.62,0
user60,0.97,0.5,0.53,9,0.7,0
user396,0.54,0.33,0.54,4,0.26,0
user317,0.42,0.75,0.92,8,0.52,0
user319,0.49,0.92,0.97,1,0.6,0
user499,0.65,0.5,0.87,6,0.86,0
user115,0.62,0.67,0.53,9,0.56,1
user277,0.33,0.5,0.88,1,0.49,0
user311,0.96,0.33,0.62,6,0.5,0
user480,0.51,0.75,0.91,9,0.68,0
user251,0.72,1.0,0.7,3,0.52,1
user276,0.46,1.0,0.53,7,0.57,0
user119,0.84,0.67,0.74,4,0.24,0
user32,0.6,0.17,0.95,5,0.64,0
user457,0.99,0.67,0.94,9,0.63,1
user424,0.82,0.58,0.32,8,0.95,0
user172,0.5,0.17,0.85,9,0.54,0
user7,0.78,0.83,0.57,9,0.27,0
user328,0.66,0.33,0.69,9,0.09,0
user78,0.67,0.92,0.69,4,0.45,0
user133,0.8,0.92,0.64,5,0.37,0
user97,0.5,0.25,0.76,7,1.0,0
user154,0.54,0.58,1.0,9,0.23,0
user219,0.8,0.08,0.79,6,0.07,0
user308,0.31,0.92,0.63,1,0.02,0
user331,1.0,0.67,0.49,9,0.23,0
user46,0.48,0.25,0.94,2,0.71,0
user133,0.42,1.0,0.72,2,0.67,0
user464,0.67,0.33,0.99,4,0.31,0
user446,0.74,0.58,0.56,9,0.28,0
user92,0.92,0.83,0.63,9,0.39,0
user278,0.87,0.58,0.86,9,0.85,0
user449,0.99,0.75,0.93,3,0.47,0
user39,0.3,0.17,0.87,5,0.16,0
user420,0.9,0.83,0.7,8,0.11,0
user477,0.99,0.25,0.7,8,0.66,0
user251,0.7,0.83,0.59,9,0.34,0
user296,0.82,0.75,0.78,3,0.17,0
user361,0.56,0.5,0.64,10,0.0,0
user76,0.78,0.58,0.4,5,0.69,0
user71,0.47,0.5,0.62,7,0.55,0
user203,0.33,0.5,0.76,2,0.34,0
user139,0.76,0.58,0.8,1,0.69,0
user390,0.91,0.92,0.96,6,0.13,0
user307,0.43,0.08,0.66,5,0.97,0
user137,0.39,0.83,0.25,5,0.49,0
user25,0.85,0.92,0.83,9,0.26,0
user13,0.92,0.75,0.81,1,0.3,0
user327,0.67,0.08,0.92,5,0.48,0
user469,0.93,0.67,0.85,8,0.12,0
user382,0.32,0.5,0.01,2,0.47,0
user358,0.98,0.17,0.9,5,0.52,0
user261,0.69,0.25,0.54,1,0.5,0
user365,0.94,0.5,0.21,1,0.6,0
user340,0.56,0.67,0.6,4,0.46,0
user63,0.53,0.08,0.78,4,0.27,0
user474,0.54,0.17,0.77,9,0.63,0
user156,0.78,0.33,0.81,4,0.79,0
user168,0.65,0.58,0.57,1,0.14,0
user1,0.8,0.25,0.96,4,0.66,0
user334,0.98,0.08,0.94,1,0.41,0
user240,0.66,0.17,0.08,3,0.62,0
user364,0.55,0.42,0.78,6,0.73,0
user191,0.6,0.25,0.26,4,0.67,0
user300,0.37,0.42,0.72,5,0.14,0
user238,0.65,0.75,0.84,5,0.66,1
user351,0.76,0.75,0.86,1,0.01,0
user126,0.72,0.17,0.79,4,0.0,0
user338,0.38,0.08,0.67,5,0.69,0
user424,0.31,0.0,0.83,5,0.11,0
user24,0.42,0.58,0.11,5,0.27,0
user58,0.6,0.5,0.47,5,0.3,0
user117,0.67,0.92,0.64,5,0.51,1
user184,0.68,0.58,0.86,2,0.25,0
user72,0.38,0.58,0.69,7,0.37,0
user68,0.78,0.25,1.0,8,0.19,0
user467,0.96,0.67,0.81,7,0.22,0
user482,0.44,0.0,0.51,8,0.22,0
user274,0.87,0.83,0.58,3,0.67,1
user167,0.51,0.75,0.65,8,0.12,0
user290,0.69,0.0,0.86,1,0.31,0
user20,0.57,0.92,0.59,4,0.54,0
user402,0.77,0.17,0.8,9,0.0,0
user399,0.6,0.92,0.51,10,0.19,0
user61,0.63,0.42,0.95,5,0.2,0
user381,0.79,1.0,0.99,4,0.09,0
user371,0.71,0.17,0.65,10,0.48,0
user349,0.4,0.42,0.66,3,0.14,0
user362,0.97,0.25,0.56,8,0.35,0
user232,0.74,0.5,0.87,9,0.23,0
user426,0.46,0.92,0.68,1,0.36,0
user93,0.32,0.5,0.9,7,0.7,0
user409,0.65,0.5,0.1,1,0.8,0
user413,0.89,0.67,0.76,5,0.92,1
user491,0.41,0.92,0.75,4,0.3,0
user155,0.79,0.33,0.61,8,0.49,0
user71,0.36,0.08,0.85,5,0.45,0
user169,0.85,0.25,0.93,10,0.16,0
user102,0.7,0.0,0.96,8,0.59,0
user121,0.55,0.08,0.75,7,0.5,0
user433,0.58,0.83,0.64,2,0.48,0
user34,0.83,0.92,0.61,3,0.61,1
user476,0.94,0.5,0.84,4,0.54,0
user54,0.57,0.42,0.85,4,0.63,0
user408,0.55,0.58,0.72,4,0.6,0
user212,0.68,0.33,0.66,5,0.65,0
user303,0.34,0.83,0.86,8,0.16,0
user489,0.44,0.42,0.97,2,0.43,0
user116,0.63,0.25,0.59,9,0.15,0
user57,0.89,0.83,0.74,1,0.58,1
user464,1.0,0.33,0.99,9,0.93,0
user154,0.38,0.25,0.94,5,0.04,0
user26,0.87,0.67,0.1,8,0.19,0
user433,0.67,0.58,0.92,8,0.21,0
user313,0.98,0.83,0.96,10,0.63,1
user90,0.43,0.58,0.84,7,0.32,0
user297,0.51,0.42,0.32,2,0.51,0
user419,0.79,0.58,0.15,4,0.18,0
user469,0.83,0.75,0.54,2,0.18,0
user263,0.38,0.17,0.66,2,0.58,0
user285,0.32,0.92,0.09,6,0.43,0
user460,0.41,1.0,0.93,9,0.58,0
user248,0.91,0.17,0.69,6,0.43,0
user319,0.57,0.92,0.62,5,0.58,0
user98,0.89,0.33,0.83,6,0.95,0
user72,0.86,0.58,0.88,4,0.8,0
user141,0.8,0.42,0.65,3,0.02,0
user371,0.58,0.58,0.63,2,0.94,0
user162,0.73,0.17,0.17,10,0.82,0
user1,0.4,0.83,0.7,5,0.21,0
user118,1.0,0.83,0.89,8,0.23,0
user252,0.82,0.17,0.06,2,0.11,0
user402,0.51,0.25,0.71,8,0.66,0
user481,0.88,0.67,0.9,10,0.14,0
user379,0.77,1.0,0.57,10,0.46,0
user346,0.33,0.33,0.56,4,0.58,0
user36,0.93,0.5,0.98,9,0.07,0
user155,0.37,0.92,0.7,2,0.46,0
user112,0.48,0.25,0.63,5,0.28,0
user498,0.34,0.92,0.67,9,0.5,0
user380,0.51,0.67,0.9,6,0.06,0
user466,0.62,0.42,0.85,10,0.33,0
user256,0.63,0.5,0.93,9,0.01,0
user413,0.55,0.75,0.63,9,0.15,0
user66,0.39,0.0,0.6,1,0.62,0
user33,0.67,0.5,0.78,4,0.37,0
user31,0.43,1.0,0.88,6,0.57,0
user394,0.89,0.25,0.79,10,0.1,0
user252,0.73,0.0,0.76,3,0.22,0
user38,0.94,0.33,0.63,10,0.47,0
user311,0.68,0.92,0.61,4,0.96,1
user487,0.45,0.17,0.91,9,0.22,0
user321,0.65,0.5,0.8,2,0.65,0
user193,0.49,0.75,0.52,3,0.24,0
user81,0.44,1.0,0.68,3,0.94,0
user226,0.89,0.92,0.56,5,0.86,1
user31,0.34,0.92,0.9,5,0.99,0
user263,0.83,0.17,0.8,4,0.67,0
user497,1.0,0.58,0.21,1,0.28,0
user270,0.45,0.75,0.96,7,0.03,0
user257,0.6,0.33,0.67,8,0.52,0
user463,0.61,0.17,0.52,1,0.36,0
user462,0.78,0.92,0.55,5,0.14,0
user467,0.7,0.5,0.97,4,0.64,0
user112,0.4,0.25,0.93,4,0.6,0
user412,0.8,0.0,0.81,3,0.12,0
user421,0.86,0.17,0.56,1,0.6,0
user157,0.66,0.5,0.77,4,0.67,0
user451,0.35,0.25,0.74,6,0.61,0
user48,0.44,0.83,0.6,9,0.52,0
user142,0.75,0.08,0.53,3,0.23,0
user59,0.74,0.92,0.98,6,0.65,1
user319,0.38,0.33,0.93,8,0.54,0
user150,0.98,0.08,0.89,10,0.18,0
user491,0.98,0.42,0.82,1,0.64,0
user391,0.62,0.83,0.83,3,0.69,1
user343,0.84,0.5,0.45,2,0.56,0
user146,1.0,0.17,0.71,8,0.21,0
user319,0.82,0.17,0.76,4,0.68,0
user132,0.81,0.42,0.71,8,0.4,0
user438,0.97,0.08,0.84,4,0.25,0
user499,0.91,0.42,0.75,5,0.13,0
user402,0.51,0.75,0.62,8,0.26,0
user421,0.65,0.17,0.98,7,0.68,0
user59,0.69,0.25,0.24,8,0.46,0
user88,0.67,0.42,0.61,3,0.03,0
user213,0.33,0.17,0.57,5,0.31,0
user305,0.87,0.92,0.58,2,0.53,1
user355,0.91,0.92,0.76,5,0.27,0
user244,0.57,0.33,0.89,1,0.08,0
user496,0.57,0.58,0.94,6,0.14,0
user317,0.67,0.17,0.53,8,0.14,0
user262,0.45,0.17,0.5,1,0.15,0
user307,0.39,0.75,0.82,6,0.57,0
user347,0.36,0.17,0.61,8,0.04,0
user332,0.56,0.42,0.64,1,0.23,0
user220,0.49,0.0,0.68,8,0.03,0
user224,0.64,0.92,0.76,7,0.47,0
user420,0.87,0.42,0.84,1,0.08,0
user460,0.82,0.83,0.87,5,0.15,0
user417,0.52,0.83,0.98,2,0.24,0
user82,0.63,0.75,0.83,3,0.0,0
user447,0.81,0.92,0.76,1,0.05,0
user263,0.77,0.08,0.57,5,0.07,0
user380,0.43,0.92,0.9,4,0.16,0
user15,0.31,0.67,0.51,6,0.66,0
user146,0.86,0.92,0.38,10,0.06,0
user22,0.3,0.58,0.8,1,0.59,0
user27,0.97,0.83,0.52,5,0.02,0
user88,0.33,0.5,0.82,9,0.65,0
user181,0.51,0.25,0.7,9,0.58,0
user394,0.76,0.83,0.44,5,0.92,0
user338,0.72,1.0,0.82,2,0.38,0
user238,0.43,0.67,0.58,2,0.46,0
user311,0.4,0.67,0.85,2,0.84,0
user355,0.82,0.75,0.58,4,0.55,1
user226,0.75,0.25,0.82,4,0.59,0
user101,0.34,0.5,0.6,7,0.7,0
user314,0.98,0.17,0.65,8,0.02,0
user457,0.76,0.83,0.07,5,0.58,0
user74,0.43,0.83,0.86,4,0.37,0
user377,0.67,0.92,0.82,5,0.23,0
user158,0.91,0.42,0.69,7,0.16,0
user228,0.82,0.92,0.65,2,0.57,1
user254,0.73,0.08,0.73,3,0.11,0
user372,0.99,1.0,0.72,1,0.36,0
user338,0.97,0.25,0.1,1,0.15,0
user360,1.0,0.67,0.78,4,0.18,0
user309,0.64,0.0,0.86,2,0.58,0
user497,0.71,0.0,0.58,8,0.37,0
user236,0.98,0.08,0.94,5,0.15,0
user330,0.32,0.5,0.84,5,0.6,0
user381,0.99,0.25,0.71,3,0.12,0
user114,0.42,1.0,0.56,10,0.56,0
user287,0.63,0.58,0.73,3,0.9,0
user486,0.8,0.33,0.63,3,0.88,0
user86,0.41,0.08,0.65,6,0.42,0
user379,0.37,0.0,0.95,8,0.08,0
user395,0.33,0.25,0.56,8,0.43,0
user93,0.53,0.83,0.86,3,0.19,0
user173,0.68,0.67,0.71,4,0.21,0
user185,0.36,0.33,0.93,9,0.46,0
user433,0.8,0.42,0.66,9,0.05,0
user424,0.73,0.33,0.81,5,0.36,0
user432,0.45,0.83,0.5,1,0.54,0
user305,0.41,0.75,0.58,4,0.67,0
user290,0.96,0.5,0.59,2,0.05,0
user219,0.46,0.17,0.7,3,0.49,0
user19,0.7,0.42,0.58,10,0.68,0
user31,0.68,0.92,0.89,9,0.26,0
user410,0.49,0.75,0.62,7,0.12,0
user318,0.33,0.5,0.39,5,0.11,0
user124,0.65,0.75,0.98,9,0.15,0
user93,0.45,0.5,0.91,9,0.24,0
user87,0.87,0.33,0.82,2,0.78,0
user339,0.45,0.5,0.96,5,0.45,0
user408,0.47,0.33,0.93,6,0.15,0
user299,0.89,0.92,0.65,10,0.13,0
user23,0.47,0.83,0.53,2,0.69,0
user294,0.9,0.08,0.75,1,0.03,0
user164,0.96,0.75,0.7,9,0.57,1
user215,0.59,0.75,0.21,3,0.64,0
user252,0.31,0.42,0.68,3,0.53,0
user278,0.51,0.83,0.97,8,0.13,0
user303,0.67,0.67,0.95,6,0.49,0
user472,0.69,0.42,0.19,9,0.64,0
user26,0.71,0.67,0.66,7,0.31,0
user383,0.5,0.08,0.88,2,0.1,0
user279,0.77,0.0,0.9,9,0.1,0
user206,0.54,0.83,0.91,10,0.18,0
user282,0.5,0.33,0.66,2,0.69,0
user92,1.0,0.83,0.7,6,0.7,1
user214,0.78,0.42,0.75,3,0.11,0
user104,0.89,1.0,0.74,6,0.01,0
user187,0.99,0.42,0.89,5,0.52,0
user409,0.73,0.58,0.61,9,0.23,0
user115,0.78,0.92,0.89,4,0.06,0
user453,0.97,0.25,0.98,3,0.05,0
user226,0.49,0.67,0.61,7,0.33,0
user433,0.91,0.5,0.99,5,0.68,0
user324,0.36,0.67,0.99,6,0.42,0
user442,1.0,0.58,0.69,4,0.81,0
user248,0.46,0.83,0.81,1,0.13,0
user228,0.44,0.83,0.68,5,0.51,0
user36,0.91,0.0,0.67,10,0.05,0
user497,0.34,0.17,0.59,5,0.29,0
user165,0.77,0.75,0.75,10,0.59,1
user30,0.77,0.75,0.75,3,0.32,0
user36,0.89,0.58,0.65,2,0.33,0
user223,0.59,0.33,0.59,8,0.02,0
user368,0.54,0.92,0.98,4,0.29,0
user491,0.81,0.75,0.61,10,0.62,1
user283,0.69,0.75,0.83,7,0.7,1
user287,0.55,0.58,0.53,8,0.02,0
user116,0.75,0.75,0.82,8,0.12,0
user96,0.72,0.75,0.84,4,0.35,0
user436,0.71,0.75,0.5,5,0.53,0
user264,0.42,0.75,0.79,8,0.7,0
user22,0.49,0.75,0.74,2,0.58,0
user313,0.73,0.5,0.82,4,0.68,0
user298,0.63,0.92,0.59,2,0.6,1
user430,1.0,0.5,0.72,9,0.51,0
user390,0.84,0.92,0.82,5,0.67,1
user492,0.88,0.25,0.55,7,0.26,0
user426,0.46,0.67,0.9,1,0.16,0
user161,0.73,0.92,0.52,6,0.52,1
user481,0.9,0.17,0.75,2,0.52,0
user414,0.56,0.33,0.75,9,0.08,0
user6,0.39,0.58,0.84,10,0.27,0
user253,0.55,0.75,0.83,9,0.57,0
user168,0.39,0.25,0.97,9,0.15,0
user165,0.94,0.58,0.92,2,0.4,0
user14,0.76,0.83,0.6,4,0.34,0
user212,0.75,0.5,0.57,10,0.07,0
user299,0.48,0.17,0.66,8,0.46,0
user473,0.52,0.75,0.67,6,0.14,0
user358,0.62,0.25,0.76,3,0.16,0
user202,0.66,0.58,0.95,3,0.33,0
user214,0.75,0.92,0.95,1,0.54,1
user209,0.41,0.5,0.9,2,0.01,0
user498,0.97,0.67,0.9,7,0.59,1
user375,0.95,0.5,0.83,10,0.05,0
user256,0.92,0.33,0.7,8,0.57,0
user179,0.69,0.75,0.76,7,0.57,1
user289,0.87,0.08,0.65,6,0.46,0
user475,0.84,0.58,0.88,3,0.51,0
user31,0.39,0.25,0.51,3,0.32,0
user478,0.5,0.33,0.55,7,0.12,0
user132,0.65,0.75,0.91,2,0.33,0
user34,0.84,0.08,0.66,3,0.32,0
user176,0.85,0.08,0.79,9,0.48,0
user112,0.81,0.17,0.87,7,0.01,0
user402,0.91,0.67,0.9,9,0.08,0
user382,0.33,0.5,0.66,8,0.08,0
user101,0.74,0.92,0.68,7,0.76,1
user323,0.32,0.0,0.63,8,0.47,0
user174,0.53,0.67,0.57,8,0.33,0
user314,0.47,0.17,0.93,7,0.23,0
user117,0.45,0.42,0.8,4,0.52,0
user312,0.41,0.08,0.75,3,0.3,0
user176,0.46,0.0,0.76,8,0.62,0
user362,0.52,0.08,0.51,5,0.27,0
user274,0.69,0.67,0.66,8,0.54,1
user354,0.62,0.42,0.57,10,0.54,0
user78,0.53,0.17,0.97,9,0.09,0
user409,0.57,1.0,0.96,3,0.41,0
user133,0.52,0.08,0.27,7,0.87,0
user480,0.3,0.0,0.68,9,0.67,0
user474,0.92,0.25,0.89,3,0.5,0
user363,0.88,0.17,0.25,6,0.26,0
user191,0.37,0.08,0.58,7,0.57,0
user319,0.53,0.83,0.73,9,0.5,0
user450,0.68,1.0,0.84,6,0.54,1
user268,0.64,0.0,0.94,7,0.57,0
user91,0.48,0.83,0.68,3,0.56,0
user91,0.71,1.0,0.74,3,0.51,1
user395,0.46,0.5,0.79,5,0.15,0
user35,0.67,0.75,0.95,4,0.14,0
user17,0.33,0.75,0.73,1,0.02,0
user367,0.9,0.75,0.85,10,0.26,0
user433,0.4,0.58,0.68,5,0.63,0
user216,0.92,0.58,0.72,5,0.45,0
user429,0.71,1.0,0.59,5,0.31,0
user300,0.79,0.67,0.87,2,0.17,0
user330,0.9,0.75,0.96,10,0.25,0
user398,0.36,0.08,0.34,6,0.17,0
user296,0.43,0.25,0.63,9,0.48,0
user308,0.95,1.0,0.67,9,0.07,0
user363,0.79,0.42,1.0,7,0.31,0
user487,0.86,0.58,0.07,2,0.86,0
user16,0.89,0.42,0.21,4,0.02,0
user203,0.49,0.5,0.51,7,0.29,0
user462,0.51,0.75,0.55,9,0.5,0
user26,0.92,0.08,0.53,3,0.24,0
user301,0.71,0.83,0.65,6,0.53,1
user355,0.78,0.58,0.95,2,0.27,0
user224,0.92,0.25,0.84,9,0.67,0
user42,0.61,0.75,0.97,10,0.51,1
user73,0.73,1.0,0.5,4,0.48,0
user162,0.86,0.33,0.57,9,0.64,0
user89,0.98,0.42,0.54,10,0.21,0
user1,0.46,0.0,0.71,1,0.28,0
user454,0.87,0.92,0.77,10,0.39,0
user277,0.51,0.42,0.55,6,0.13,0
user499,0.42,0.33,0.35,4,0.55,0
user6,0.57,0.25,0.55,5,0.56,0
user490,0.95,0.08,0.61,7,0.16,0
user319,0.84,0.5,0.93,1,0.32,0
user424,0.64,0.75,0.82,2,0.22,0
user98,0.76,0.92,0.41,8,0.59,0
user180,0.51,1.0,0.96,5,0.41,0
user103,0.97,0.58,0.91,8,0.03,0
user8,0.86,0.17,0.98,2,0.49,0
user149,0.45,0.17,0.56,4,0.1,0
user440,0.92,0.75,0.54,2,0.3,0
user46,0.62,0.58,0.68,3,0.39,0
user491,0.78,0.33,0.15,7,0.63,0
user178,0.4,0.17,0.74,3,0.26,0
user13,0.8,0.58,0.58,2,0.34,0
user243,0.3,0.5,0.78,10,0.17,0
user346,0.71,0.33,0.7,4,0.03,0
user278,0.76,0.83,0.63,7,0.58,1
user492,0.45,0.67,0.69,8,0.06,0
user445,0.71,0.5,0.94,3,0.11,0
user152,0.38,0.08,0.62,7,0.29,0
user421,0.89,0.17,0.69,1,0.2,0
user270,0.99,0.75,0.88,3,0.56,1
user347,0.5,0.33,0.94,9,0.39,0
user381,0.68,0.33,0.87,10,0.7,0
user284,0.92,0.58,0.56,3,0.04,0
user228,0.4,0.75,0.58,6,0.69,0
user11,0.92,0.42,0.83,3,0.03,0
user239,0.46,0.67,0.82,6,0.52,0
user404,0.94,0.83,0.67,2,0.49,0
user387,0.32,0.92,0.98,8,0.37,0
user275,0.99,0.0,0.59,2,0.51,0
user49,0.3,0.42,0.92,7,0.17,0
user144,0.48,0.25,0.75,9,0.36,0
user431,0.69,0.08,0.51,5,0.42,0
user420,0.91,0.58,0.78,9,0.95,0
user248,0.63,0.25,0.94,2,0.48,0
user96,0.38,0.25,0.55,7,0.36,0
user51,1.0,0.83,0.67,2,0.64,1
user151,1.0,0.08,0.57,6,0.31,0
user468,0.63,0.5,0.61,6,0.79,0
user474,0.96,0.58,0.67,8,0.04,0
user244,0.57,0.42,0.42,2,0.27,0
user274,0.83,0.83,0.62,10,0.28,0
user127,0.86,0.75,0.96,4,0.32,0
user149,0.86,0.33,0.97,6,0.61,0
user239,0.76,0.83,0.54,1,0.09,0
user272,0.63,0.67,0.93,10,0.0,0
user488,0.49,0.42,0.62,7,0.55,0
user300,0.72,0.92,0.5,2,0.38,0
user317,0.77,0.33,0.7,10,0.46,0
user377,0.6,0.08,0.8,10,0.37,0
user241,0.44,0.75,0.93,5,0.41,0
user164,0.66,0.17,0.91,10,0.06,0
user262,0.91,0.17,0.69,7,0.13,0
user269,0.46,0.33,0.91,1,0.08,0
user296,0.91,0.5,0.83,10,0.19,0
user35,0.39,0.58,0.9,10,0.45,0
user420,0.92,0.5,0.65,5,0.18,0
user15,0.75,0.5,0.83,4,0.16,0
user495,0.59,0.83,0.22,5,0.37,0
user325,0.53,0.67,0.55,1,0.26,0
user71,0.82,0.92,0.63,5,0.49,0
user495,0.46,0.75,0.65,8,0.21,0
user185,0.9,0.33,0.95,8,0.35,0
